Name,Description,Start Date,End Date,Multiple Dates or Times,Event Category,Age Range,Owner,Fulfillment Method,Fulfillment Type,Fulfillment Date,Enforce Quantity Limit,Maximum Tickets,Split Groups,Volunteer Event,Volunteers Assigned,Ticket Delivery Method,Ticket Instructions,Ticket Instruction Details,Display On Web,Display Delivery Method,Allow Date Selection,Allow Time Selection,Display Start Date,Display End Date,More Information Title,More Information Url,Web URL,Venue,Address Line 1,Address Line 2,Address Line 3,City,State or Province,Postal Code,County,Market,Metro Area,Country,Contact Name,Contact Email,Contact Phone,TFK Area,TFK Market,TFK Region,Total Requested,Total Distributed,Total Donated,Total Remaining
Texas Rangers vs. Kansas City Royals,"--- MLB: xxx tickets available for the game. Enjoy the fun of Dollar Hot Dog Wednesdays with delicious deals that are sure to be a ""wiener!""",2025-06-18 19:05:00,2025-06-18 22:05:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-06-18,,,,Globe Life Field,,,,,,,,,,,,,,,,,,,,
Texas Rangers vs. Kansas City Royals,--- MLB: xxx tickets available for the game. Don't miss the chance to snag a Semien Replica Ring on Theme Night—it's a real gem for fans!,2025-06-19 13:35:00,2025-06-19 16:35:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-06-19,,,,Globe Life Field,,,,,,,,,,,,,,,,,,,,
Texas Rangers vs. Seattle Mariners,--- MLB: xxx tickets available for the game. Enjoy a refreshing Happy Hour with a cold brew while you catch all the action on the field!,2025-06-27 19:05:00,2025-06-27 22:05:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-06-27,,,,Globe Life Field,,,,,,,,,,,,,,,,,,,,
Texas Rangers vs. Seattle Mariners,--- MLB: xxx tickets available for the game. Get ready to catch the action and groove home with an Elvis Andrus Retirement Bobblehead!,2025-06-28 15:05:00,2025-06-28 18:05:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-06-27,,,,Globe Life Field,,,,,,,,,,,,,,,,,,,,
Texas Rangers vs. Seattle Mariners,--- MLB: xxx tickets available for the game. Enjoy a sweet treat with Ice Cream Sundays while cheering on your favorite team!,2025-06-29 13:35:00,2025-06-29 16:35:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-06-27,,,,Globe Life Field,,,,,,,,,,,,,,,,,,,,
Texas Rangers vs. Baltimore Orioles,--- MLB: xxx tickets available for the game. Get ready to skate into a night of fun at the Dallas Stars Night theme event!,2025-06-30 19:05:00,2025-06-30 22:05:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-06-30,,,,Globe Life Field,,,,,,,,,,,,,,,,,,,,
Texas Rangers vs. Baltimore Orioles,--- MLB: xxx tickets available for the game. Get ready to catch a great time while sporting a Jacob deGrom Replica Jersey!,2025-07-01 19:05:00,2025-07-01 22:05:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-07-01,,,,Globe Life Field,,,,,,,,,,,,,,,,,,,,
Texas Rangers vs. Baltimore Orioles,"--- MLB: xxx tickets available for the game. Enjoy a home run of a deal with Dollar Hot Dog Wednesdays, where the snacks are a real steal!",2025-07-02 19:05:00,2025-07-02 22:05:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-07-02,,,,Globe Life Field,,,,,,,,,,,,,,,,,,,,
Texas Rangers vs. Detroit Tigers,--- MLB: xxx tickets available for the game. Get ready to serve up some fun with a complimentary Pickleball Paddle with every ticket!,2025-07-18 19:05:00,2025-07-18 22:05:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-07-18,,,,Globe Life Field,,,,,,,,,,,,,,,,,,,,
Texas Rangers vs. Detroit Tigers,--- MLB: xxx tickets available for the game. Enjoy a brew-tiful evening with the Anheuser-Busch Happy Hour!,2025-07-19 18:05:00,2025-07-19 21:05:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-07-18,,,,Globe Life Field,,,,,,,,,,,,,,,,,,,,
Texas Rangers vs. Detroit Tigers,--- MLB: xxx tickets available for the game. Enjoy a scoop of fun with Ice Cream Sundays at the ballpark!,2025-07-20 13:35:00,2025-07-20 16:35:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-07-18,,,,Globe Life Field,,,,,,,,,,,,,,,,,,,,
Texas Rangers vs. Athletics,"--- MLB: xxx tickets available for the game. Get ready to dribble into fun at Dallas Mavericks Night, where the action is sure to be a slam dunk!",2025-07-21 19:05:00,2025-07-21 22:05:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-07-21,,,,Globe Life Field,,,,,,,,,,,,,,,,,,,,
Texas Rangers vs. Athletics,"--- MLB: xxx tickets available for the game. Join the fun at Community Night, where Oklahoma State University fans can shine bright and show their pride!",2025-07-22 19:05:00,2025-07-22 22:05:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-07-22,,,,Globe Life Field,,,,,,,,,,,,,,,,,,,,
Texas Rangers vs. Athletics,--- MLB: xxx tickets available for the game. Enjoy Dollar Hot Dog Wednesdays and relish the fun of an exciting night out!,2025-07-23 19:05:00,2025-07-23 22:05:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-07-23,,,,Globe Life Field,,,,,,,,,,,,,,,,,,,,
Texas Rangers vs. Atlanta Braves,--- MLB: xxx tickets available for the game. Enjoy a brewtiful evening with great deals during Happy Hour!,2025-07-25 19:05:00,2025-07-25 22:05:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-07-25,,,,Globe Life Field,,,,,,,,,,,,,,,,,,,,
Texas Rangers vs. Atlanta Braves,--- MLB: xxx tickets available for the game. Enjoy the Anheuser-Busch Happy Hour and raise a glass while cheering for the home team!,2025-07-26 18:05:00,2025-07-26 21:05:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-07-25,,,,Globe Life Field,,,,,,,,,,,,,,,,,,,,
Texas Rangers vs. Atlanta Braves,--- MLB: xxx tickets available for the game. Enjoy a sweet twist with Ice Cream Sundays while cheering for your team!,2025-07-27 13:35:00,2025-07-27 16:35:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-07-25,,,,Globe Life Field,,,,,,,,,,,,,,,,,,,,
Texas Rangers vs. New York Yankees,--- MLB: xxx tickets available for the game. Catch the excitement as the teams battle it out for the win!,2025-08-04 19:05:00,2025-08-04 22:05:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-08-04,,,,Globe Life Field,,,,,,,,,,,,,,,,,,,,
Texas Rangers vs. New York Yankees,--- MLB: xxx tickets available for the game. Get ready to score big on nostalgia with the True Brand 1976 Powder Blue theme night!,2025-08-05 19:05:00,2025-08-05 22:05:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-08-05,,,,Globe Life Field,,,,,,,,,,,,,,,,,,,,
Texas Rangers vs. New York Yankees,--- MLB: xxx tickets available for the game. Get ready to relish in the fun with Dollar Hot Dog Wednesdays!,2025-08-06 13:35:00,2025-08-06 16:35:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-08-06,,,,Globe Life Field,,,,,,,,,,,,,,,,,,,,
Texas Rangers vs. Philadelphia Phillies,--- MLB: xxx tickets available for the game. Enjoy the night with cold drinks during the Anheuser-Busch Happy Hour—it's a home run deal!,2025-08-08 19:05:00,2025-08-08 22:05:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-08-08,,,,Globe Life Field,,,,,,,,,,,,,,,,,,,,
Texas Rangers vs. Philadelphia Phillies,--- MLB: xxx tickets available for the game. Enjoy the Anheuser-Busch Happy Hour and raise a toast to a grand slam evening!,2025-08-09 18:15:00,2025-08-09 21:15:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-08-08,,,,Globe Life Field,,,,,,,,,,,,,,,,,,,,
Texas Rangers vs. Philadelphia Phillies,--- MLB: xxx tickets available for the game. Enjoy a sweet treat with Ice Cream Sundays at the ballpark!,2025-08-10 13:35:00,2025-08-10 16:35:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-08-08,,,,Globe Life Field,,,,,,,,,,,,,,,,,,,,
Texas Rangers vs. Arizona Diamondbacks,--- MLB: xxx tickets available for the game. Catch the action and snag a Corey Seager bobblehead that really hits the right note!,2025-08-11 19:05:00,2025-08-11 22:05:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-08-11,,,,Globe Life Field,,,,,,,,,,,,,,,,,,,,
Texas Rangers vs. Arizona Diamondbacks,--- MLB: xxx tickets available for the game. Enjoy a home run of fun this Tuesday with the Family Fun promo!,2025-08-12 19:05:00,2025-08-12 22:05:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-08-12,,,,Globe Life Field,,,,,,,,,,,,,,,,,,,,
Texas Rangers vs. Arizona Diamondbacks,--- MLB: xxx tickets available for the game. Get ready to relish the fun with Dollar Hot Dog Wednesdays!,2025-08-13 13:35:00,2025-08-13 16:35:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-08-13,,,,Globe Life Field,,,,,,,,,,,,,,,,,,,,
Texas Rangers vs. Cleveland Guardians,--- MLB: xxx tickets available for the game. Enjoy the Anheuser-Busch Happy Hour and make it a cheer-mazing evening under the lights!,2025-08-22 19:05:00,2025-08-22 22:05:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-08-22,,,,Globe Life Field,,,,,,,,,,,,,,,,,,,,
Texas Rangers vs. Cleveland Guardians,--- MLB: xxx tickets available for the game. Don't miss the chance to snag an Adrian Beltre Replica Statue while enjoying the action on the field!,2025-08-23 18:05:00,2025-08-23 21:05:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-08-22,,,,Globe Life Field,,,,,,,,,,,,,,,,,,,,
Texas Rangers vs. Cleveland Guardians,--- MLB: xxx tickets available for the game. Enjoy the sweet taste of summer with Ice Cream Sundays at the ballpark!,2025-08-24 13:35:00,2025-08-24 16:35:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-08-22,,,,Globe Life Field,,,,,,,,,,,,,,,,,,,,
Texas Rangers vs. Los Angeles Angels,--- MLB: xxx tickets available for the game. Catch all the action on the field and enjoy a home run of a night!,2025-08-25 19:05:00,2025-08-25 22:05:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-08-25,,,,Globe Life Field,,,,,,,,,,,,,,,,,,,,
Texas Rangers vs. Los Angeles Angels,--- MLB: xxx tickets available for the game. Score a Texas Rangers Hockey Jersey with the ticket purchase and enjoy a home run of a night!,2025-08-26 19:05:00,2025-08-26 22:05:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-08-26,,,,Globe Life Field,,,,,,,,,,,,,,,,,,,,
Texas Rangers vs. Los Angeles Angels,--- MLB: xxx tickets available for the game. Grab a dollar hot dog and catch some home runs at the ballpark!,2025-08-27 19:05:00,2025-08-27 22:05:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-08-27,,,,Globe Life Field,,,,,,,,,,,,,,,,,,,,
Texas Rangers vs. Houston Astros,--- MLB: xxx tickets available for the game. Get ready to catch some amazing plays and enjoy the thrill of the game!,2025-09-05 19:05:00,2025-09-05 22:05:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-09-05,,,,Globe Life Field,,,,,,,,,,,,,,,,,,,,
Texas Rangers vs. Houston Astros,--- MLB: xxx tickets available for the game. Get ready to step up to the plate and score a Silver Boot Series Pin during this themed night!,2025-09-06 18:15:00,2025-09-06 21:15:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-09-05,,,,Globe Life Field,,,,,,,,,,,,,,,,,,,,
Texas Rangers vs. Houston Astros,--- MLB: xxx tickets available for the game. Enjoy the sweet treat of Ice Cream Sundays while watching the game for an extra scoop of fun!,2025-09-07 13:35:00,2025-09-07 16:35:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-09-05,,,,Globe Life Field,,,,,,,,,,,,,,,,,,,,
Texas Rangers vs. Milwaukee Brewers,--- MLB: xxx tickets available for the game. Get ready to rock with the Handmade by Robots Theme Night—it's guaranteed to be a toe-tapping good time!,2025-09-08 19:05:00,2025-09-08 22:05:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-09-08,,,,Globe Life Field,,,,,,,,,,,,,,,,,,,,
Texas Rangers vs. Milwaukee Brewers,--- MLB: xxx tickets available for the game. Grab a ticket and take home a Joc Pederson Replica Jersey—it's a real catch!,2025-09-09 19:05:00,2025-09-09 22:05:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-09-09,,,,Globe Life Field,,,,,,,,,,,,,,,,,,,,
Texas Rangers vs. Milwaukee Brewers,"--- MLB: xxx tickets available for the game. Enjoy a sizzling experience with Dollar Hot Dog Wednesdays, where every bite is a grand slam!",2025-09-10 13:35:00,2025-09-10 16:35:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-09-10,,,,Globe Life Field,,,,,,,,,,,,,,,,,,,,
Texas Rangers vs. Miami Marlins,--- MLB: xxx tickets available for the game. Catch the excitement and swing by for an unforgettable night of baseball action!,2025-09-19 19:05:00,2025-09-19 22:05:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-09-19,,,,Globe Life Field,,,,,,,,,,,,,,,,,,,,
Texas Rangers vs. Miami Marlins,--- MLB: xxx tickets available for the game. Grab the tickets to enjoy a sweet night of baseball and snag a Sugar Skull Bobblehead giveaway!,2025-09-20 18:05:00,2025-09-20 21:05:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-09-19,,,,Globe Life Field,,,,,,,,,,,,,,,,,,,,
Texas Rangers vs. Miami Marlins,--- MLB: xxx tickets available for the game. Enjoy a scoop of fun with Ice Cream Sundays at this exciting event!,2025-09-21 13:35:00,2025-09-21 16:35:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-09-19,,,,Globe Life Field,,,,,,,,,,,,,,,,,,,,
Texas Rangers vs. Minnesota Twins,"--- MLB: xxx tickets available for the game. Enjoy a grand slam of fun with Family Fun Tuesdays, where excitement is always in the lineup!",2025-09-23 19:05:00,2025-09-23 22:05:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-09-23,,,,Globe Life Field,,,,,,,,,,,,,,,,,,,,
Texas Rangers vs. Minnesota Twins,--- MLB: xxx tickets available for the game. Enjoy a night out while savoring a bun-derful deal with Dollar Hot Dog Wednesdays!,2025-09-24 19:05:00,2025-09-24 22:05:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-09-24,,,,Globe Life Field,,,,,,,,,,,,,,,,,,,,
Texas Rangers vs. Minnesota Twins,--- MLB: xxx tickets available for the game. Experience the thrill of the game as excitement hits a homepage-high!,2025-09-25 13:35:00,2025-09-25 16:35:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-09-25,,,,Globe Life Field,,,,,,,,,,,,,,,,,,,,
Toronto Blue Jays vs. Baltimore Orioles,--- MLB: xxx tickets available for the game. Celebrate Opening Day with exciting moments on the field that’ll have you cheering from your seat!,,,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,,,,,Rogers Centre,,,,,,,,,,,,,,,,,,,,
Toronto Blue Jays vs. Baltimore Orioles,--- MLB: xxx tickets available for the game. Celebrate City Connect Fridays with a home run of fun and unique team spirit!,,,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,,,,,Rogers Centre,,,,,,,,,,,,,,,,,,,,
Toronto Blue Jays vs. Baltimore Orioles,--- MLB: xxx tickets available for the game. Experience the excitement as the players take the field and the tension builds; get ready to hit a home run of fun!,,,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,,,,,Rogers Centre,,,,,,,,,,,,,,,,,,,,
Toronto Blue Jays vs. Baltimore Orioles,--- MLB: xxx tickets available for the game. Celebrate Jr. Jays Opening Day with special activities that are sure to hit a home run!,,,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,,,,,Rogers Centre,,,,,,,,,,,,,,,,,,,,
Toronto Blue Jays vs. Washington Nationals,--- MLB: xxx tickets available for the game. Catch the excitement and grab a Vladimir Guerrero Jr. Silver Slugger Bobblehead while cheering for the home team!,,,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,,,,,Rogers Centre,,,,,,,,,,,,,,,,,,,,
Toronto Blue Jays vs. Washington Nationals,--- MLB: xxx tickets available for the game. Grab a Loonie Dog while you catch all the action—it's a real home run for your taste buds!,,,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,,,,,Rogers Centre,,,,,,,,,,,,,,,,,,,,
Toronto Blue Jays vs. Washington Nationals,"--- MLB: xxx tickets available for the game. Enjoy a day out as you hit a home run with the ""Work From Dome"" deal, perfect for hitting a break from the usual!",,,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,,,,,Rogers Centre,,,,,,,,,,,,,,,,,,,,
Toronto Blue Jays vs. Atlanta Braves,--- MLB: xxx tickets available for the game. Grab a seat to catch all the action—it's a home run of an event!,,,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,,,,,Rogers Centre,,,,,,,,,,,,,,,,,,,,
Toronto Blue Jays vs. Atlanta Braves,"--- MLB: xxx tickets available for the game. Grab a ticket and enjoy Loonie Dogs Night, where you can relish deliciously cheap hot dogs while cheering on the home team!",,,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,,,,,Rogers Centre,,,,,,,,,,,,,,,,,,,,
Toronto Blue Jays vs. Atlanta Braves,--- MLB: xxx tickets available for the game. Celebrate learning during School Day with discounted tickets that hit it out of the park!,,,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,,,,,Rogers Centre,,,,,,,,,,,,,,,,,,,,
Toronto Blue Jays vs. Seattle Mariners,"--- MLB: xxx tickets available for the game. Join the fun with City Connect Fridays, where the team's spirit shines as bright as the sun!",,,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,,,,,Rogers Centre,,,,,,,,,,,,,,,,,,,,
Toronto Blue Jays vs. Seattle Mariners,--- MLB: xxx tickets available for the game. Get ready to hit a home run with the sold-out Hello Kitty specialty ticket that adds a purr-fect twist to your game day experience!,,,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,,,,,Rogers Centre,,,,,,,,,,,,,,,,,,,,
Toronto Blue Jays vs. Seattle Mariners,--- MLB: xxx tickets available for the game. Enjoy Jr. Jays Sundays with a chance for young fans to have a ball!,,,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,,,,,Rogers Centre,,,,,,,,,,,,,,,,,,,,
Toronto Blue Jays vs. Boston Red Sox,--- MLB: xxx tickets available for the game. Enjoy a barking good time with Loonie Dogs at the event!,2025-04-29 19:07:00,2025-04-29 22:07:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-04-29,,,,Rogers Centre,,,,,,,,,,,,,,,,,,,,
Toronto Blue Jays vs. Boston Red Sox,--- MLB: xxx tickets available for the game. Don't miss the chance to grab a bobble-arm of Alejandro Kirk while cheering for a home run!,2025-04-30 19:07:00,2025-04-30 22:07:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-04-30,,,,Rogers Centre,,,,,,,,,,,,,,,,,,,,
Toronto Blue Jays vs. Boston Red Sox,--- MLB: xxx tickets available for the game. Catch the excitement and watch some home runs fly at the ballpark!,2025-05-01 19:07:00,2025-05-01 22:07:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-05-01,,,,Rogers Centre,,,,,,,,,,,,,,,,,,,,
Toronto Blue Jays vs. Cleveland Guardians,--- MLB: xxx tickets available for the game. Celebrate City Connect Fridays and catch a home run of fun with a unique twist on team spirit!,2025-05-02 19:07:00,2025-05-02 22:07:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-05-02,,,,Rogers Centre,,,,,,,,,,,,,,,,,,,,
Toronto Blue Jays vs. Cleveland Guardians,"--- MLB: xxx tickets available for the game. Join the fun at the Blue Jays Minecraft Movie Day, where the excitement is a home run!",2025-05-03 15:07:00,2025-05-03 18:07:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-05-02,,,,Rogers Centre,,,,,,,,,,,,,,,,,,,,
Toronto Blue Jays vs. Cleveland Guardians,"--- MLB: xxx tickets available for the game. Join in on the fun this Sunday with Jr. Jays Sundays, where young fans can hit a home run with exciting activities!",2025-05-04 13:37:00,2025-05-04 16:37:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-05-02,,,,Rogers Centre,,,,,,,,,,,,,,,,,,,,
Toronto Blue Jays vs. Tampa Bay Rays,"--- MLB: xxx tickets available for the game. Enjoy Loonie Dogs Night, where the canine cravings are a real home run!",2025-05-13 19:07:00,2025-05-13 22:07:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-05-13,,,,Rogers Centre,,,,,,,,,,,,,,,,,,,,
Toronto Blue Jays vs. Tampa Bay Rays,"--- MLB: xxx tickets available for the game. Don't miss your chance to catch a bobblehead of Daulton Varsho, the gold standard of the field!",2025-05-14 19:07:00,2025-05-14 22:07:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-05-14,,,,Rogers Centre,,,,,,,,,,,,,,,,,,,,
Toronto Blue Jays vs. Tampa Bay Rays,"--- MLB: xxx tickets available for the game. Enjoy a day of baseball while you ""work from dome"" and hit a home run with savings!",2025-05-15 15:07:00,2025-05-15 18:07:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-05-15,,,,Rogers Centre,,,,,,,,,,,,,,,,,,,,
Toronto Blue Jays vs. Detroit Tigers,--- MLB: xxx tickets available for the game. Don't miss out on City Connect Fridays—it’s a home run of fun!,2025-05-16 19:07:00,2025-05-16 22:07:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-05-16,,,,Rogers Centre,,,,,,,,,,,,,,,,,,,,
Toronto Blue Jays vs. Detroit Tigers,"--- MLB: xxx tickets available for the game. Join the fun at the Blue Jays Barbie Game Day, where it's a home run of a time for everyone!",2025-05-17 15:07:00,2025-05-17 18:07:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-05-16,,,,Rogers Centre,,,,,,,,,,,,,,,,,,,,
Toronto Blue Jays vs. Detroit Tigers,"--- MLB: xxx tickets available for the game. Enjoy a fun-filled Jr. Jays Sunday, where kids can hit a home run with exciting activities!",2025-05-18 13:37:00,2025-05-18 16:37:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-05-16,,,,Rogers Centre,,,,,,,,,,,,,,,,,,,,
Toronto Blue Jays vs. San Diego Padres,--- MLB: xxx tickets available for the game. Enjoy Loonie Dogs Night and snag some deliciously affordable hot dogs while you catch all the action on the field!,2025-05-20 19:07:00,2025-05-20 22:07:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-05-20,,,,Rogers Centre,,,,,,,,,,,,,,,,,,,,
Toronto Blue Jays vs. San Diego Padres,--- MLB: xxx tickets available for the game. Don’t miss the chance to catch a game and snag a George Springer replica jersey—it's a great catch!,2025-05-21 19:07:00,2025-05-21 22:07:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-05-21,,,,Rogers Centre,,,,,,,,,,,,,,,,,,,,
Toronto Blue Jays vs. San Diego Padres,--- MLB: xxx tickets available for the game. Grab your tickets and hit a home run on this School Day deal!,2025-05-22 13:07:00,2025-05-22 16:07:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-05-22,,,,Rogers Centre,,,,,,,,,,,,,,,,,,,,
Toronto Blue Jays vs. Athletics,--- MLB: xxx tickets available for the game. Experience the thrill of the diamond as the team swings for the fences!,2025-05-29 19:07:00,2025-05-29 22:07:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-05-29,,,,Rogers Centre,,,,,,,,,,,,,,,,,,,,
Toronto Blue Jays vs. Athletics,--- MLB: xxx tickets available for the game. Experience the excitement of City Connect Fridays with special themed activities that will knock it out of the park!,2025-05-30 19:07:00,2025-05-30 22:07:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-05-30,,,,Rogers Centre,,,,,,,,,,,,,,,,,,,,
Toronto Blue Jays vs. Athletics,"--- MLB: xxx tickets available for the game. Join the fun at Cricket Day at the Park, where every hit is a real ""bowl-er""!",2025-05-31 15:07:00,2025-05-31 18:07:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-05-30,,,,Rogers Centre,,,,,,,,,,,,,,,,,,,,
Toronto Blue Jays vs. Athletics,"--- MLB: xxx tickets available for the game. Join the fun on Jr. Jays Sundays, where young fans can hit a home run with special activities!",2025-06-01 13:37:00,2025-06-01 16:37:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-05-30,,,,Rogers Centre,,,,,,,,,,,,,,,,,,,,
Toronto Blue Jays vs. Philadelphia Phillies,"--- MLB: xxx tickets available for the game. Enjoy a sizzling night with Loonie Dogs, where smiles are on the house and the buns are a steal!",2025-06-03 19:07:00,2025-06-03 22:07:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-06-03,,,,Rogers Centre,,,,,,,,,,,,,,,,,,,,
